y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25
1.0,0.284,0.447,0.477,0.002,0.53,0.325,0.104,0.442,0.024,0.942,0.945,0.459,0.986,0.425,0.025,0.599,0.21,0.004,0.085,0.169,0.237,0.399,0.76,0.882,0.564
0.0,0.002,0.627,0.308,0.6,0.593,0.994,0.307,0.277,0.397,0.048,0.432,0.994,0.729,0.362,0.956,0.972,0.744,0.655,0.83,0.868,0.209,0.039,0.879,0.948,0.004
0.0,0.099,0.641,0.665,0.367,0.381,0.159,0.258,0.763,0.092,0.796,0.369,0.662,0.946,0.574,0.833,0.964,0.687,0.774,0.894,0.047,0.18,0.805,0.376,0.947,0.833
0.0,0.485,0.64,0.929,0.941,0.764,0.434,0.059,0.944,0.996,0.105,0.518,0.472,0.288,0.434,0.089,0.197,0.915,0.618,0.769,0.163,0.582,0.999,0.837,0.221,0.789
0.0,0.196,0.003,0.045,0.333,0.044,0.785,0.029,0.185,0.099,0.724,0.926,0.989,0.121,0.645,0.125,0.269,0.199,0.798,0.453,0.499,0.466,0.845,0.761,0.87,0.01
0.0,0.604,0.758,0.679,0.425,0.353,0.613,0.284,0.117,0.958,0.722,0.966,0.967,0.231,0.082,0.087,0.381,0.694,0.631,0.466,0.657,0.196,0.1,0.015,0.394,0.968
1.0,0.612,0.475,0.166,0.393,0.353,0.956,0.561,0.257,0.091,0.884,0.579,0.294,0.319,0.861,0.628,0.481,0.814,0.468,0.56,0.447,0.721,0.267,0.38,0.893,0.393
0.0,0.716,0.341,0.126,0.528,0.108,0.65,0.23,0.294,0.73,0.704,0.58,0.609,0.581,0.862,0.286,0.807,0.81,0.46,0.674,0.768,0.513,0.187,0.681,0.451,0.959
0.0,0.841,0.147,0.412,0.57,0.919,0.995,0.255,0.535,0.04,0.635,0.509,0.868,0.603,0.619,0.713,0.583,0.548,0.204,0.897,0.814,0.655,0.284,0.073,0.199,0.883
0.0,0.794,0.979,0.333,0.983,0.701,0.857,0.333,0.563,0.841,0.855,0.605,0.266,0.081,0.341,0.193,0.498,0.725,0.831,0.932,0.253,0.996,0.502,0.468,0.511,0.802
0.0,0.046,0.447,0.714,0.926,0.303,0.609,0.645,0.636,0.354,0.804,0.331,0.683,0.062,0.517,0.943,0.599,0.794,0.606,0.409,0.333,0.85,0.239,0.058,0.564,0.051
1.0,0.952,0.958,0.812,0.18,0.612,0.064,0.498,0.536,0.835,0.055,0.34,0.106,0.033,0.584,0.293,0.732,0.086,0.627,0.504,0.437,0.697,0.306,0.505,0.197,0.406
0.0,0.038,0.953,0.263,0.926,0.626,0.427,0.537,0.141,0.637,0.472,0.13,0.94,0.533,0.686,0.587,0.193,0.35,0.766,0.536,0.271,0.863,0.272,0.201,0.894,0.341
1.0,0.965,0.194,0.943,0.504,0.537,0.786,0.883,0.767,0.03,0.65,0.984,0.056,0.367,0.376,0.486,0.859,0.82,0.395,0.8,0.712,0.985,0.559,0.044,0.863,0.153
0.0,0.085,0.277,0.449,0.316,0.685,0.053,0.18,0.444,0.444,0.801,0.066,0.91,0.165,0.004,0.305,0.232,0.895,0.173,0.15,0.626,0.815,0.079,0.081,0.247,0.894
0.0,0.519,0.677,0.187,0.797,0.869,0.803,0.41,0.195,0.723,0.161,0.265,0.987,0.445,0.06,0.665,0.266,0.414,0.318,0.04,0.698,0.935,0.361,0.984,0.666,0.586
0.0,0.521,0.54,0.54,0.969,0.745,0.321,0.355,0.879,0.673,0.569,0.158,0.506,0.009,0.478,0.172,0.204,0.336,0.607,0.043,0.374,0.727,0.145,0.123,0.225,0.855
0.0,0.237,0.625,0.235,0.604,0.483,0.372,0.218,0.404,0.82,0.58,0.645,0.766,0.691,0.542,0.302,0.707,0.791,0.037,0.962,0.586,0.261,0.926,0.928,0.558,0.954
1.0,0.296,0.036,0.614,0.7,0.142,0.651,0.393,0.791,0.663,0.694,0.167,0.046,0.327,0.679,0.937,0.834,0.638,0.415,0.033,0.57,0.533,0.009,0.784,0.555,0.717
0.0,0.804,0.515,0.816,0.746,0.179,0.163,0.604,0.388,0.264,0.257,0.569,0.557,0.244,0.599,0.053,0.438,0.408,0.255,0.098,0.67,0.438,0.856,0.65,0.611,0.825
1.0,0.114,0.153,0.856,0.297,0.969,0.081,0.394,0.509,0.292,0.087,0.802,0.444,0.352,0.258,0.418,0.34,0.469,0.593,0.001,0.968,0.817,0.42,0.962,0.404,0.264
0.0,0.689,0.376,0.146,0.865,0.799,0.953,0.071,0.631,0.494,0.848,0.347,0.604,0.206,0.241,0.589,0.864,0.763,0.276,0.848,0.155,0.476,0.478,0.971,0.077,0.569
1.0,0.629,0.105,0.07,0.643,0.214,0.865,0.947,0.267,0.66,0.623,0.459,0.412,0.269,0.546,0.006,0.495,0.396,0.269,0.889,0.062,0.702,0.434,0.922,0.776,0.432
1.0,0.086,0.985,0.774,0.436,0.74,0.449,0.441,0.895,0.427,0.822,0.818,0.381,0.082,0.808,0.785,0.836,0.715,0.971,0.609,0.35,0.394,0.626,0.01,0.377,0.82
0.0,0.257,0.292,0.175,0.933,0.687,0.791,0.532,0.063,0.491,0.007,0.335,0.553,0.339,0.836,0.808,0.57,0.174,0.088,0.265,0.144,0.63,0.863,0.368,0.086,0.423
1.0,0.401,0.818,0.344,0.263,0.177,0.058,0.573,0.634,0.627,0.91,0.491,0.275,0.625,0.345,0.631,0.039,0.474,0.24,0.298,0.487,0.229,0.422,0.529,0.726,0.254
1.0,0.613,0.318,0.585,0.211,0.294,0.337,0.95,0.681,0.387,0.75,0.32,0.288,0.796,0.296,0.876,0.641,0.099,0.976,0.92,0.504,0.829,0.278,0.601,0.298,0.851
0.0,0.337,0.208,0.189,0.28,0.568,0.042,0.103,0.138,0.109,0.205,0.018,0.91,0.14,0.809,0.8,0.734,0.368,0.775,0.404,0.241,0.786,0.66,0.324,0.685,0.593
0.0,0.955,0.461,0.714,0.422,0.911,0.628,0.571,0.788,0.372,0.449,0.777,0.638,0.898,0.943,0.715,0.312,0.278,0.52,0.976,0.422,0.544,0.773,0.935,0.763,0.03
0.0,0.167,0.638,0.548,0.437,0.892,0.078,0.917,0.045,0.764,0.367,0.922,0.609,0.608,0.655,0.88,0.813,0.123,0.062,0.559,0.457,0.189,0.816,0.483,0.914,0.834
1.0,0.458,0.648,0.704,0.332,0.251,0.834,0.879,0.042,0.344,0.592,0.679,0.428,0.459,0.062,0.632,0.32,0.808,0.384,0.743,0.672,0.226,0.281,0.882,0.563,0.351
0.0,0.69,0.177,0.724,0.344,0.624,0.066,0.831,0.443,0.066,0.36,0.904,0.795,0.817,0.248,0.447,0.658,0.221,0.224,0.147,0.568,0.891,0.63,0.573,0.005,0.056
0.0,0.276,0.957,0.766,0.235,0.839,0.198,0.885,0.967,0.376,0.842,0.283,0.703,0.318,0.643,0.139,0.614,0.046,0.982,0.529,0.223,0.754,0.99,0.468,0.577,0.932
0.0,0.237,0.112,0.234,0.838,0.216,0.795,0.334,0.288,0.847,0.169,0.052,0.843,0.787,0.34,0.735,0.241,0.032,0.319,0.767,0.938,0.446,0.549,0.616,0.284,0.663
0.0,0.236,0.529,0.543,0.044,0.348,0.91,0.446,0.187,0.415,0.588,0.94,0.781,0.969,0.12,0.9,0.019,0.055,0.324,0.183,0.89,0.033,0.815,0.585,0.759,0.393
1.0,0.79,0.698,0.295,0.317,0.699,0.221,0.31,0.95,0.166,0.56,0.14,0.244,0.006,0.721,0.783,0.26,0.824,0.223,0.387,0.207,0.975,0.36,0.48,0.707,0.424
1.0,0.697,0.396,0.194,0.322,0.72,0.944,0.743,0.779,0.888,0.571,0.9,0.508,0.386,0.479,0.034,0.923,0.798,0.172,0.067,0.551,0.574,0.334,0.143,0.135,0.485
1.0,0.106,0.516,0.155,0.082,0.017,0.986,0.107,0.334,0.253,0.646,0.08,0.679,0.529,0.387,0.291,0.562,0.697,0.942,0.482,0.481,0.842,0.312,0.081,0.959,0.391
1.0,0.033,0.261,0.695,0.245,0.202,0.101,0.188,0.702,0.004,0.132,0.288,0.155,0.341,0.755,0.076,0.85,0.63,0.1,0.781,0.112,0.442,0.208,0.069,0.722,0.411
0.0,0.526,0.693,0.006,0.359,0.484,0.789,0.586,0.079,0.154,0.353,0.866,0.423,0.94,0.752,0.617,0.456,0.293,0.617,0.755,0.599,0.858,0.955,0.017,0.4,0.492
1.0,0.402,0.739,0.469,0.528,0.191,0.686,0.994,0.778,0.804,0.822,0.009,0.626,0.96,0.517,0.466,0.63,0.907,0.191,0.082,0.754,0.012,0.569,0.347,0.766,0.982
0.0,0.326,0.651,0.831,0.981,0.437,0.117,0.58,0.683,0.939,0.791,0.876,0.084,0.547,0.417,0.519,0.045,0.503,0.226,0.53,0.444,0.217,0.304,0.723,0.628,0.902
0.0,0.404,0.93,0.847,0.269,0.563,0.783,0.4,0.119,0.809,0.529,0.231,0.223,0.863,0.429,0.011,0.439,0.644,0.633,0.381,0.663,0.323,0.918,0.584,0.479,0.883
0.0,0.989,0.355,0.74,0.301,0.351,0.235,0.029,0.166,0.931,0.903,0.238,0.948,0.474,0.988,0.897,0.137,0.309,0.861,0.811,0.828,0.423,0.569,0.426,0.033,0.147
0.0,0.692,0.425,0.491,0.077,0.021,0.952,0.666,0.691,0.879,0.738,0.298,0.927,0.944,0.898,0.354,0.637,0.578,0.583,0.145,0.378,0.992,0.667,0.939,0.51,0.026
0.0,0.879,0.327,0.211,0.004,0.996,0.615,0.938,0.895,0.101,0.176,0.883,0.368,0.37,0.748,0.932,0.763,0.914,0.87,0.118,0.122,0.667,0.872,0.295,0.108,0.766
1.0,0.746,0.866,0.817,0.775,0.178,0.457,0.069,0.139,0.895,0.785,0.039,0.631,0.879,0.717,0.334,0.963,0.798,0.229,0.499,0.293,0.649,0.578,0.267,0.722,0.931
0.0,0.309,0.989,0.355,0.29,0.198,0.726,0.244,0.723,0.208,0.696,0.136,0.291,0.225,0.591,0.507,0.245,0.511,0.535,0.955,0.467,0.413,0.787,0.891,0.201,0.382
1.0,0.081,0.26,0.696,0.789,0.601,0.611,0.223,0.007,0.467,0.958,0.098,0.517,0.075,0.902,0.718,0.31,0.786,0.893,0.81,0.788,0.202,0.025,0.054,0.219,0.782
1.0,0.783,0.321,0.04,0.73,0.668,0.834,0.298,0.957,0.654,0.404,0.012,0.415,0.612,0.314,0.527,0.055,0.172,0.17,0.859,0.285,0.192,0.473,0.304,0.635,0.725
0.0,0.137,0.914,0.348,0.988,0.782,0.482,0.786,0.56,0.106,0.953,0.531,0.339,0.718,0.864,0.623,0.714,0.062,0.57,0.01,0.358,0.837,0.652,0.252,0.671,0.682
1.0,0.579,0.913,0.978,0.294,0.409,0.439,0.786,0.361,0.321,0.8,0.003,0.116,0.614,0.443,0.298,0.394,0.442,0.355,0.922,0.373,0.922,0.33,0.885,0.781,0.172
0.0,0.316,0.708,0.403,0.818,0.205,0.885,0.375,0.558,0.706,0.811,0.344,0.068,0.339,0.764,0.582,0.078,0.149,0.671,0.554,0.915,0.695,0.685,0.437,0.823,0.735
0.0,0.811,0.889,0.241,0.425,0.3,0.811,0.564,0.935,0.85,0.291,0.133,0.826,0.589,0.396,0.888,0.341,0.374,0.614,0.946,0.956,0.919,0.658,0.471,0.801,0.683
0.0,0.061,0.338,0.41,0.324,0.182,0.112,0.959,0.827,0.424,0.875,0.714,0.168,0.795,0.643,0.305,0.54,0.886,0.8,0.533,0.353,0.099,0.785,0.69,0.772,0.15
0.0,0.62,0.551,0.361,0.106,0.534,0.248,0.044,0.581,0.634,0.273,0.253,0.249,0.468,0.254,0.842,0.834,0.245,0.917,0.302,0.492,0.916,0.936,0.603,0.491,0.583
0.0,0.341,0.895,0.519,0.232,0.921,0.017,0.279,0.604,0.986,0.871,0.949,0.886,0.27,0.114,0.236,0.936,0.587,0.482,0.235,0.315,0.136,0.953,0.281,0.703,0.328
0.0,0.725,0.526,0.173,0.074,0.595,0.495,0.101,0.149,0.585,0.114,0.241,0.012,0.152,0.59,0.258,0.391,0.917,0.763,0.044,0.982,0.071,0.947,0.072,0.211,0.22
0.0,0.068,0.749,0.865,0.832,0.285,0.402,0.693,0.811,0.124,0.89,0.916,0.679,0.751,0.402,0.249,0.705,0.831,0.485,0.298,0.931,0.888,0.886,0.161,0.33,0.294
1.0,0.289,0.908,0.366,0.009,0.281,0.726,0.63,0.472,0.189,0.261,0.576,0.208,0.413,0.896,0.232,0.837,0.458,0.407,0.787,0.364,0.126,0.27,0.763,0.258,0.266
0.0,0.488,0.701,0.005,0.003,0.741,0.791,0.191,0.478,0.472,0.932,0.722,0.926,0.3,0.566,0.774,0.06,0.071,0.492,0.952,0.009,0.116,0.089,0.175,0.912,0.898
0.0,0.432,0.48,0.914,0.894,0.456,0.322,0.488,0.606,0.558,0.779,0.794,0.756,0.676,0.74,0.519,0.783,0.693,0.298,0.684,0.051,0.716,0.268,0.579,0.206,0.777
0.0,0.394,0.757,0.377,0.587,0.561,0.686,0.186,0.21,0.747,0.963,0.851,0.894,0.343,0.549,0.22,0.943,0.116,0.55,0.115,0.26,0.863,0.843,0.109,0.596,0.202
1.0,0.025,0.396,0.745,0.392,0.128,0.823,0.011,0.834,0.109,0.361,0.542,0.534,0.814,0.981,0.579,0.395,0.467,0.475,0.924,0.741,0.436,0.616,0.483,0.99,0.224
0.0,0.992,0.457,0.481,0.595,0.448,0.974,0.322,0.299,0.595,0.009,0.831,0.909,0.807,0.262,0.854,0.499,0.182,0.316,0.181,0.192,0.65,0.778,0.245,0.417,0.22
0.0,0.726,0.976,0.4,0.79,0.285,0.136,0.431,0.886,0.722,0.324,0.195,0.894,0.877,0.419,0.23,0.749,0.59,0.213,0.949,0.991,0.867,0.269,0.984,0.45,0.212
1.0,0.409,0.604,0.591,0.328,0.772,0.516,0.527,0.094,0.2,0.691,0.655,0.013,0.466,0.483,0.009,0.485,0.495,0.597,0.724,0.926,0.747,0.856,0.137,0.916,0.74
1.0,0.074,0.826,0.326,0.782,0.264,0.129,0.277,0.587,0.595,0.688,0.458,0.253,0.325,0.208,0.796,0.013,0.687,0.527,0.567,0.79,0.598,0.224,0.796,0.296,0.889
1.0,0.715,0.133,0.214,0.113,0.505,0.924,0.228,0.392,0.929,0.309,0.579,0.377,0.913,0.816,0.477,0.677,0.019,0.936,0.239,0.953,0.379,0.766,0.147,0.13,0.219
0.0,0.902,0.312,0.128,0.816,0.24,0.528,0.044,0.833,0.835,0.799,0.52,0.958,0.75,0.583,0.465,0.082,0.371,0.791,0.783,0.652,0.649,0.589,0.705,0.935,0.855
1.0,0.078,0.281,0.21,0.03,0.217,0.437,0.717,0.849,0.801,0.949,0.146,0.068,0.61,0.505,0.399,0.296,0.081,0.603,0.68,0.674,0.094,0.481,0.605,0.401,0.78
1.0,0.561,0.199,0.781,0.7,0.422,0.503,0.19,0.959,0.419,0.998,0.932,0.507,0.717,0.433,0.934,0.438,0.208,0.378,0.124,0.487,0.316,0.459,0.83,0.765,0.15
0.0,0.579,0.089,0.572,0.997,0.561,0.082,0.923,0.772,0.185,0.223,0.574,0.505,0.979,0.092,0.258,0.284,0.678,0.154,0.867,0.589,0.614,0.322,0.397,0.29,0.014
0.0,0.176,0.093,0.624,0.777,0.17,0.985,0.588,0.115,0.664,0.009,0.945,0.806,0.042,0.853,0.864,0.634,0.81,0.015,0.65,0.384,0.235,0.628,0.306,0.871,0.393
1.0,0.633,0.421,0.879,0.104,0.41,0.989,0.03,0.098,0.893,0.04,0.28,0.517,0.989,0.579,0.369,0.043,0.958,0.817,0.444,0.947,0.211,0.317,0.713,0.115,0.535
0.0,0.416,0.476,0.767,0.859,0.405,0.188,0.558,0.789,0.454,0.97,0.813,0.357,0.786,0.467,0.153,0.2,0.511,0.872,0.473,0.004,0.028,0.415,0.548,0.815,0.243
0.0,0.727,0.814,0.416,0.36,0.191,0.352,0.56,0.331,0.72,0.423,0.541,0.817,0.041,0.259,0.497,0.214,0.607,0.448,0.25,0.502,0.843,0.007,0.019,0.162,0.992
0.0,0.92,0.791,0.652,0.373,0.025,0.538,0.154,0.738,0.424,0.637,0.217,0.905,0.47,0.375,0.568,0.564,0.936,0.292,0.045,0.112,0.247,0.932,0.364,0.82,0.44
1.0,0.818,0.264,0.478,0.295,0.587,0.666,0.298,0.379,0.32,0.819,0.53,0.567,0.315,0.862,0.989,0.921,0.594,0.68,0.236,0.26,0.877,0.24,0.192,0.817,0.981
0.0,0.944,0.269,0.531,0.458,0.584,0.097,0.265,0.154,0.218,0.456,0.11,0.973,0.877,0.505,0.108,0.591,0.797,0.949,0.596,0.273,0.457,0.928,0.46,0.114,0.317
1.0,0.119,0.511,0.414,0.455,0.754,0.05,0.658,0.357,0.19,0.538,0.613,0.555,0.277,0.956,0.769,0.69,0.395,0.029,0.945,0.198,0.836,0.596,0.611,0.677,0.661
0.0,0.812,0.195,0.467,0.851,0.019,0.894,0.272,0.215,0.135,0.494,0.484,0.412,0.239,0.639,0.113,0.586,0.526,0.63,0.211,0.13,0.313,0.429,0.173,0.6,0.261
1.0,0.04,0.943,0.119,0.596,0.907,0.142,0.52,0.002,0.216,0.229,0.958,0.727,0.531,0.083,0.46,0.542,0.982,0.166,0.355,0.984,0.163,0.168,0.37,0.545,0.34
1.0,0.286,0.219,0.364,0.066,0.629,0.927,0.082,0.886,0.595,0.141,0.094,0.628,0.264,0.389,0.464,0.038,0.056,0.929,0.819,0.295,0.675,0.017,0.154,0.596,0.792
0.0,0.102,0.362,0.337,0.063,0.85,0.966,0.632,0.852,0.173,0.946,0.919,0.524,0.982,0.981,0.606,0.022,0.029,0.675,0.628,0.112,0.773,0.971,0.096,0.497,0.589
0.0,0.829,0.243,0.975,0.598,0.792,0.362,0.468,0.497,0.928,0.508,0.021,0.261,0.715,0.604,0.395,0.325,0.449,0.207,0.764,0.262,0.709,0.793,0.348,0.795,0.804
0.0,0.265,0.579,0.562,0.347,0.902,0.046,0.24,0.433,0.242,0.404,0.955,0.867,0.059,0.47,0.369,0.962,0.812,0.328,0.718,0.157,0.555,0.519,0.541,0.441,0.8
0.0,0.812,0.165,0.524,0.858,0.854,0.939,0.37,0.224,0.362,0.13,0.808,0.296,0.179,0.297,0.994,0.707,0.24,0.462,0.531,0.646,0.908,0.573,0.444,0.411,0.546
1.0,0.578,0.781,0.899,0.674,0.816,0.208,0.834,0.496,0.778,0.688,0.583,0.91,0.511,0.411,0.039,0.889,0.315,0.302,0.169,0.317,0.469,0.276,0.428,0.359,0.296
0.0,0.059,0.583,0.873,0.357,0.175,0.62,0.625,0.923,0.222,0.545,0.69,0.731,0.468,0.391,0.958,0.973,0.972,0.542,0.958,0.647,0.537,0.862,0.152,0.203,0.473
1.0,0.392,0.725,0.967,0.387,0.066,0.16,0.252,0.004,0.955,0.142,0.404,0.708,0.443,0.45,0.944,0.647,0.219,0.066,0.388,0.375,0.483,0.309,0.528,0.175,0.104
1.0,0.562,0.604,0.53,0.555,0.078,0.508,0.628,0.307,0.549,0.595,0.983,0.402,0.533,0.084,0.764,0.79,0.14,0.236,0.233,0.174,0.985,0.225,0.345,0.951,0.416
0.0,0.769,0.773,0.612,0.278,0.173,0.777,0.439,0.842,0.333,0.036,0.227,0.787,0.324,0.125,0.079,0.535,0.493,0.161,0.892,0.976,0.497,0.905,0.457,0.792,0.274
0.0,0.6,0.618,0.736,0.752,0.42,0.175,0.117,0.324,0.17,0.493,0.357,0.927,0.605,0.016,0.896,0.147,0.921,0.904,0.176,0.703,0.381,0.523,0.216,0.946,0.595
1.0,0.859,0.483,0.598,0.185,0.798,0.593,0.555,0.628,0.046,0.579,0.544,0.187,0.559,0.183,0.307,0.613,0.892,0.668,0.889,0.347,0.363,0.638,0.014,0.057,0.673
1.0,0.803,0.733,0.249,0.163,0.737,0.933,0.358,0.344,0.501,0.628,0.277,0.13,0.059,0.597,0.354,0.12,0.656,0.758,0.776,0.167,0.897,0.659,0.724,0.844,0.053
1.0,0.597,0.69,0.035,0.063,0.049,0.212,0.853,0.726,0.995,0.318,0.212,0.554,0.64,0.085,0.916,0.464,0.153,0.832,0.808,0.988,0.095,0.063,0.837,0.159,0.32
1.0,0.716,0.601,0.344,0.217,0.766,0.753,0.321,0.973,0.153,0.522,0.215,0.378,0.094,0.738,0.682,0.54,0.581,0.484,0.704,0.96,0.378,0.739,0.103,0.7,0.472
0.0,0.384,0.651,0.454,0.852,0.384,0.683,0.492,0.916,0.219,0.317,0.393,0.578,0.651,0.807,0.802,0.782,0.045,0.046,0.927,0.841,0.689,0.294,0.23,0.72,0.131
1.0,0.985,0.657,0.08,0.046,0.531,0.632,0.422,0.743,0.191,0.024,0.232,0.493,0.649,0.048,0.561,0.455,0.867,0.809,0.905,0.716,0.174,0.299,0.14,0.086,0.045
1.0,0.577,0.356,0.159,0.13,0.959,0.49,0.776,0.719,0.554,0.911,0.506,0.637,0.742,0.795,0.099,0.308,0.104,0.38,0.83,0.599,0.613,0.389,0.054,0.399,0.316
0.0,0.983,0.708,0.561,0.02,0.129,0.309,0.499,0.253,0.375,0.527,0.17,0.073,0.297,0.634,0.443,0.246,0.721,0.506,0.908,0.079,0.142,0.804,0.774,0.409,0.055
1.0,0.607,0.163,0.141,0.6,0.005,0.512,0.18,0.219,0.786,0.244,0.367,0.042,0.101,0.075,0.076,0.627,0.596,0.664,0.966,0.912,0.447,0.979,0.465,0.519,0.927
0.0,0.931,0.317,0.388,0.563,0.199,0.077,0.593,0.097,0.979,0.5,0.13,0.95,0.369,0.512,0.896,0.12,0.253,0.37,0.666,0.165,0.267,0.622,0.509,0.818,0.508
0.0,0.748,0.751,0.748,0.864,0.45,0.467,0.492,0.255,0.181,0.564,0.837,0.877,0.546,0.549,0.186,0.927,0.823,0.93,0.85,0.359,0.981,0.715,0.725,0.054,0.991
1.0,0.801,0.091,0.794,0.042,0.264,0.575,0.321,0.377,0.256,0.31,0.472,0.197,0.344,0.19,0.263,0.341,0.213,0.979,0.939,0.057,0.514,0.398,0.662,0.911,0.449
0.0,0.876,0.989,0.029,0.875,0.746,0.377,0.712,0.416,0.751,0.143,0.664,0.069,0.213,0.576,0.568,0.925,0.023,0.898,0.904,0.03,0.077,0.032,0.012,0.444,0.018
0.0,0.355,0.884,0.569,0.221,0.776,0.472,0.264,0.435,0.904,0.927,0.809,0.547,0.614,0.638,0.338,0.683,0.178,0.56,0.341,0.12,0.148,0.916,0.22,0.275,0.519
1.0,0.435,0.548,0.882,0.642,0.797,0.51,0.808,0.456,0.667,0.471,0.769,0.003,0.474,0.198,0.578,0.949,0.59,0.582,0.386,0.868,0.478,0.742,0.455,0.237,0.87
1.0,0.878,0.832,0.439,0.143,0.435,0.7,0.545,0.733,0.968,0.658,0.773,0.003,0.07,0.615,0.047,0.503,0.098,0.405,0.722,0.385,0.306,0.08,0.746,0.442,0.459
1.0,0.475,0.678,0.875,0.717,0.129,0.18,0.564,0.073,0.06,0.234,0.895,0.43,0.447,0.378,0.442,0.281,0.979,0.998,0.571,0.668,0.046,0.45,0.81,0.285,0.222
1.0,0.767,0.125,0.39,0.505,0.576,0.457,0.003,0.14,0.883,0.408,0.54,0.425,0.04,0.484,0.986,0.774,0.996,0.669,0.933,0.616,0.157,0.585,0.006,0.534,0.471
0.0,0.743,0.229,0.307,0.566,0.151,0.171,0.997,0.073,0.035,0.56,0.549,0.205,0.681,0.741,0.039,0.079,0.552,0.881,0.942,0.58,0.947,0.948,0.74,0.095,0.378
0.0,0.55,0.149,0.023,0.125,0.553,0.796,0.64,0.743,0.864,0.996,0.643,0.828,0.096,0.19,0.913,0.853,0.194,0.429,0.816,0.391,0.949,0.36,0.07,0.988,0.737
0.0,0.149,0.825,0.281,0.954,0.241,0.527,0.191,0.152,0.799,0.138,0.779,0.07,0.616,0.795,0.177,0.622,0.965,0.796,0.84,0.359,0.281,0.726,0.765,0.128,0.542
0.0,0.603,0.753,0.3,0.349,0.622,0.565,0.201,0.97,0.299,0.921,0.092,0.919,0.213,0.007,0.897,0.445,0.007,0.358,0.717,0.48,0.937,0.426,0.925,0.716,0.37
0.0,0.309,0.588,0.043,0.31,0.686,0.704,0.494,0.436,0.821,0.818,0.472,0.171,0.052,0.513,0.849,0.813,0.545,0.831,0.663,0.714,0.323,0.871,0.43,0.964,0.457
1.0,0.689,0.868,0.073,0.31,0.146,0.161,0.425,0.517,0.289,0.666,0.086,0.34,0.384,0.324,0.771,0.851,0.172,0.699,0.886,0.044,0.828,0.279,0.87,0.885,0.746
0.0,0.36,0.421,0.961,0.29,0.976,0.311,0.725,0.479,0.487,0.713,0.095,0.824,0.589,0.421,0.226,0.075,0.099,0.976,0.691,0.557,0.338,0.002,0.961,0.514,0.858
0.0,0.284,0.062,0.283,0.384,0.475,0.406,0.429,0.196,0.573,0.18,0.66,0.86,0.62,0.967,0.384,0.88,0.349,0.4,0.912,0.194,0.779,0.289,0.622,0.227,0.182
0.0,0.33,0.426,0.953,0.828,0.007,0.67,0.413,0.857,0.407,0.856,0.54,0.519,0.35,0.193,0.684,0.664,0.765,0.679,0.151,0.474,1.0,0.502,0.616,0.403,0.46
0.0,0.568,0.752,0.565,0.396,0.14,0.941,0.842,0.999,0.46,0.895,0.977,0.797,0.584,0.114,0.689,0.103,0.231,0.256,0.152,0.93,0.236,0.562,0.486,0.632,0.297
0.0,0.827,0.169,0.619,0.294,0.822,0.319,0.314,0.299,0.997,0.587,0.22,0.589,0.589,0.975,0.432,0.765,0.831,0.214,0.942,0.052,0.662,0.813,0.957,0.048,0.906
0.0,0.993,0.84,0.867,0.205,0.023,0.984,0.199,0.933,0.239,0.12,0.186,0.087,0.297,0.326,0.8,0.353,0.914,0.887,0.505,0.43,0.279,0.898,0.479,0.579,0.209
0.0,0.971,0.571,0.245,0.383,0.652,0.218,0.943,0.551,0.339,0.194,0.955,0.905,0.113,0.302,0.285,0.998,0.455,0.804,0.195,0.457,0.673,0.341,0.031,0.259,0.575
0.0,0.895,0.445,0.846,0.491,0.333,0.597,0.466,0.113,0.801,0.377,0.075,0.845,0.575,0.624,0.873,0.855,0.801,0.01,0.71,0.159,0.049,0.037,0.902,0.651,0.248
0.0,0.294,0.944,0.769,0.562,0.026,0.704,0.419,0.458,0.376,0.262,0.178,0.122,0.174,0.406,0.805,0.111,0.996,0.907,0.94,0.016,0.086,0.872,0.939,0.446,0.754
1.0,0.001,0.832,0.945,0.481,0.191,0.629,0.281,0.737,0.957,0.363,0.581,0.258,0.358,0.825,0.027,0.48,0.791,0.551,0.575,0.942,0.425,0.171,0.439,0.76,0.871
0.0,0.526,0.354,0.766,0.985,0.763,0.127,0.691,0.384,0.721,0.287,0.645,0.3,0.175,0.239,0.841,0.905,0.237,0.256,0.446,0.062,0.606,0.692,0.065,0.919,0.572
1.0,0.893,0.73,0.464,0.661,0.642,0.359,0.588,0.834,0.81,0.532,0.759,0.333,0.884,0.759,0.397,0.151,0.809,0.881,0.302,0.924,0.411,0.01,0.171,0.983,0.245
1.0,0.984,0.414,0.79,0.473,0.486,0.157,0.787,0.855,0.325,0.509,0.915,0.061,0.897,0.117,0.496,0.56,0.846,0.321,0.212,0.023,0.909,0.218,0.486,0.526,0.739
0.0,0.351,0.949,0.976,0.689,0.959,0.783,0.57,0.108,0.946,0.818,0.655,0.888,0.902,0.282,0.611,0.112,0.747,0.847,0.935,0.452,0.286,0.543,0.209,0.317,0.086
1.0,0.48,0.905,0.884,0.622,0.968,0.905,0.424,0.41,0.022,0.95,0.506,0.37,0.282,0.007,0.516,0.574,0.695,0.914,0.709,0.892,0.404,0.002,0.359,0.14,0.392
