y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
2.0,-2.477,-1.387,0.688,0.901,1.853,-4.606,-3.121,-0.137,1.585,3.323
2.0,-0.847,-2.344,0.905,2.23,-0.574,-4.861,-1.38,1.74,-0.843,-0.791
0.0,-1.843,-1.217,2.009,-3.287,1.158,1.011,-0.825,3.69,3.4,-0.724
0.0,-0.932,-1.037,1.075,-4.982,2.255,0.801,-1.003,3.888,3.021,-0.643
3.0,-2.547,0.239,4.183,4.315,0.395,1.77,-2.355,0.965,0.393,0.861
0.0,-2.362,-1.352,2.966,3.526,3.531,-2.043,-1.285,-0.953,0.063,0.187
1.0,-1.746,-0.449,-2.5,1.639,0.831,0.299,1.423,3.567,-0.662,0.384
3.0,1.382,4.145,1.443,1.599,-1.291,0.442,-1.838,-0.744,-1.709,1.005
2.0,-1.243,-1.373,-0.133,0.486,-2.811,-2.268,-3.439,1.698,4.017,0.184
2.0,-2.303,-1.906,-0.524,0.172,-0.456,-2.525,0.853,-8.691,-1.518,-2.737
1.0,-1.34,-2.511,-1.505,2.91,0.471,0.092,2.429,0.394,-2.094,0.318
2.0,-3.992,0.005,-0.59,-1.863,1.775,-5.877,0.038,-5.23,1.302,-0.467
0.0,-1.801,-3.677,0.815,1.472,3.168,0.475,1.697,0.084,2.329,-3.469
3.0,-1.906,1.342,2.038,-0.989,-1.511,-0.394,1.226,-3.038,-0.216,3.997
3.0,-0.029,-0.01,0.043,0.275,3.023,-0.79,0.329,0.405,-1.059,-1.628
2.0,-2.931,-0.136,-0.499,-2.999,4.517,-1.048,-1.397,-3.508,-1.024,-1.751
2.0,0.13,-2.554,-0.92,0.752,-2.854,-2.479,-2.095,2.268,2.696,-0.978
0.0,1.002,1.838,2.249,3.502,3.358,1.367,-0.525,1.218,1.713,0.298
2.0,-3.81,-4.244,-1.111,-0.481,-3.383,-3.035,-0.112,-0.035,-0.756,-0.111
3.0,-2.77,2.458,0.917,0.891,-3.817,1.611,-3.111,-4.722,-0.366,1.208
0.0,-0.73,-2.312,1.385,-1.017,-1.32,0.711,3.85,-1.838,0.215,-3.226
2.0,-0.92,-5.646,-0.139,1.278,1.932,-3.856,-0.825,0.059,-1.196,2.1
2.0,-1.369,-1.745,-0.025,0.565,-3.278,-3.285,-2.396,0.837,2.793,0.8
0.0,3.193,2.397,4.278,-0.533,4.61,-1.39,1.128,-0.071,-0.119,-0.142
3.0,0.036,1.452,-0.161,-0.998,-2.622,-1.378,1.533,-1.489,-1.296,5.938
1.0,-1.115,-1.345,-1.708,2.232,-2.068,1.214,1.616,2.058,-0.741,-2.853
2.0,-3.858,-0.729,-1.912,-2.725,2.975,-2.423,-2.574,-2.161,-0.664,-0.433
0.0,5.445,-1.456,1.763,1.18,0.098,5.348,0.062,-0.801,3.956,1.235
0.0,1.596,1.381,2.207,1.026,1.518,3.493,-1.663,0.608,0.728,1.708
2.0,-4.648,0.008,-0.738,-2.095,-1.351,-2.61,2.277,-1.463,0.835,-4.402
3.0,-4.205,-2.512,1.523,3.114,-2.063,2.314,-1.569,-0.425,-0.577,1.885
2.0,-3.197,-4.573,-0.728,0.452,-3.532,-2.414,-1.563,1.191,1.396,0.238
3.0,2.242,-0.401,0.88,2.154,-0.87,-0.772,0.765,-1.713,-1.3,3.287
3.0,-0.379,0.33,1.727,3.856,-2.592,2.49,-1.487,-1.296,0.364,-1.754
0.0,-1.278,-4.42,0.096,-2.232,5.194,-0.113,2.161,3.364,2.878,-1.25
1.0,5.038,4.58,0.273,0.565,3.671,-3.229,-5.539,-2.263,-3.659,-2.124
3.0,1.344,2.635,2.389,4.684,-0.755,-1.749,-1.771,-1.652,-0.655,0.88
2.0,-3.751,-1.27,-3.055,-1.996,1.448,-1.19,-0.496,-0.282,-2.039,-4.302
3.0,3.775,0.323,-1.499,-0.235,-1.779,4.642,1.506,-2.159,-5.747,-0.032
3.0,2.586,3.613,2.167,1.833,1.958,-0.351,-3.56,-2.828,-3.812,3.625
0.0,-4.241,1.599,0.397,0.351,-0.534,2.135,1.932,2.948,0.719,-1.598
1.0,-5.772,-1.146,2.188,4.5,-0.709,1.817,4.179,0.279,-4.332,0.738
2.0,-4.584,-2.244,-2.388,-1.487,1.017,-3.362,0.337,-0.825,-0.903,-0.937
1.0,-6.016,-0.17,2.302,-2.291,-1.312,-1.305,0.529,2.52,-2.642,-5.745
1.0,-1.699,2.753,1.123,0.7,2.756,-5.751,-1.045,3.641,2.903,-0.059
0.0,-1.619,-2.333,2.771,-2.805,1.926,1.627,0.421,1.505,1.293,-1.799
2.0,-2.439,-0.037,0.015,-2.522,0.265,-1.332,0.697,-0.257,0.443,-3.771
2.0,0.647,-0.426,0.065,-0.461,-0.397,-3.623,-0.83,-1.28,-1.021,0.341
3.0,1.728,1.523,-0.289,-1.473,3.721,-1.109,-2.194,-0.671,1.16,2.965
0.0,-4.962,-3.139,3.069,0.345,3.006,1.339,-0.671,-2.451,-0.122,-7.475
2.0,-0.769,-2.275,-0.696,-1.802,-2.044,0.385,-2.385,-2.421,0.054,2.427
3.0,-2.047,2.787,0.336,2.422,-2.599,0.248,-2.03,-1.6,3.098,0.51
2.0,-0.017,-1.96,-0.874,0.514,-1.214,0.058,-4.104,-0.297,2.05,2.419
2.0,1.457,0.415,2.437,-2.525,1.59,-1.558,-1.834,-1.24,0.819,-3.76
0.0,-0.572,2.431,0.047,0.558,1.034,1.603,-0.571,3.801,0.145,2.232
1.0,-0.981,0.027,-1.042,0.221,-3.564,1.89,2.365,2.023,-0.758,-1.204
0.0,-0.57,3.321,0.318,1.539,3.571,0.041,-1.135,3.921,-0.338,2.342
3.0,2.679,-1.269,-0.358,2.906,1.234,-0.376,-0.324,0.388,-1.41,-0.403
0.0,-5.163,-3.67,-0.113,7.186,1.202,-0.371,2.157,0.667,-3.471,-1.261
0.0,-0.714,-3.474,4.438,-3.867,1.583,-0.821,0.955,-0.471,1.528,-1.023
1.0,-2.943,-0.163,0.669,0.386,3.057,-0.559,0.359,1.398,-0.528,-1.582
0.0,-1.299,-2.076,0.268,-1.153,1.758,1.257,1.238,1.433,2.567,-3.115
1.0,-2.17,-1.665,2.693,2.906,-2.472,0.439,1.462,0.741,-3.72,-5.585
1.0,-0.693,-2.809,-2.245,-1.344,-3.87,2.861,1.421,2.601,-0.265,-3.034
1.0,-0.872,-1.697,-5.244,2.086,-1.159,1.452,1.41,4.318,2.141,0.26
2.0,-1.789,0.149,-3.423,-1.467,-1.006,0.368,-1.72,-2.383,0.508,0.404
3.0,2.943,3.373,1.256,2.836,1.038,0.926,-2.801,-2.339,-3.662,2.904
1.0,-3.33,3.212,-2.779,-1.928,-1.247,2.071,0.276,3.487,-0.54,-2.538
2.0,0.231,-0.234,-3.3,1.261,1.73,0.956,-0.063,0.059,-3.098,2.428
0.0,-1.392,-1.069,1.549,1.604,0.733,0.278,-1.786,-0.683,0.117,0.309
2.0,2.225,-3.008,0.539,0.037,0.27,0.066,-3.387,-0.496,-2.576,-0.168
1.0,-1.313,-2.596,-1.731,-0.347,-2.932,2.815,3.557,2.74,1.092,-4.518
1.0,-2.639,-0.303,-3.331,0.789,-0.806,3.239,3.842,3.543,1.716,-0.405
0.0,-0.272,1.161,0.799,3.825,0.926,0.094,-2.154,-0.763,3.013,0.745
3.0,-3.508,1.733,3.301,3.205,-1.751,-0.464,-3.004,-0.303,-0.082,0.942
2.0,1.342,0.608,-2.588,0.733,-2.298,1.203,-1.17,-3.424,-3.122,-4.444
3.0,-2.977,3.756,3.69,1.139,-0.768,0.741,-3.955,-2.627,-1.909,0.226
2.0,-1.396,-0.836,-0.407,-0.459,1.707,-0.839,-0.529,-3.666,-2.893,-5.147
0.0,-0.647,-4.111,0.914,-2.921,4.725,-0.227,1.194,1.975,3.519,-1.854
3.0,-3.44,2.247,0.909,1.055,-2.374,2.344,-2.178,-3.772,-0.371,1.041
1.0,-5.792,1.461,0.966,-2.674,-1.271,0.641,0.59,5.509,-3.276,-4.195
2.0,-1.37,-1.183,-1.483,-1.957,-5.889,0.278,-2.415,-1.743,3.307,1.248
3.0,-3.399,1.256,2.888,1.304,-0.299,3.712,-2.586,-2.788,-3.205,1.542
0.0,0.696,1.676,1.569,4.044,2.841,-2.252,-4.041,1.604,2.356,1.354
2.0,-2.271,-0.823,-2.952,-2.18,1.842,-0.746,-0.276,-2.253,-0.525,0.525
0.0,0.09,1.091,0.05,-0.259,-0.588,2.678,-3.587,5.374,-0.009,4.347
2.0,-3.216,-1.579,-3.36,-0.675,0.58,-1.545,0.164,-3.274,-2.407,-1.953
3.0,-1.118,2.874,2.768,1.792,0.09,-0.52,1.0,-1.183,-0.472,-1.974
0.0,-0.054,1.444,-0.515,0.159,-0.541,6.089,2.226,0.38,-0.816,-2.838
0.0,-1.447,-2.085,3.707,0.573,3.039,-1.017,2.784,-1.642,0.377,0.538
3.0,-0.631,2.107,-0.277,0.545,-1.304,2.327,-0.64,-1.853,-1.562,2.076
1.0,-3.983,-0.589,2.652,-3.536,-0.335,0.826,0.494,2.296,-3.045,-2.727
3.0,1.6,1.643,0.534,1.817,1.472,-1.535,-2.136,-1.703,-0.0,0.377
2.0,0.136,-2.119,-0.54,-2.489,-1.807,-1.776,-2.582,-0.142,5.721,2.94
0.0,3.639,4.053,0.137,0.378,0.194,1.451,-2.361,3.849,2.929,0.07
1.0,-2.02,-0.192,2.731,-4.203,0.732,-0.321,-0.97,-1.251,-3.873,-1.476
2.0,-3.853,-0.826,-2.067,-3.49,1.884,-1.76,-1.887,-0.945,0.132,-1.191
3.0,4.016,1.411,2.072,1.405,2.398,-1.178,-1.992,-2.196,-1.13,1.183
1.0,-5.681,0.706,2.465,-5.542,-1.237,1.9,1.028,3.101,-1.615,-2.793
1.0,-3.469,3.395,-0.545,-0.057,1.406,-2.146,-0.126,4.591,-1.327,-3.061
1.0,1.34,2.412,1.057,1.152,1.983,-3.172,0.069,1.417,-2.049,0.65
0.0,-1.283,2.531,0.428,2.623,-0.774,-0.028,-4.045,1.251,1.689,2.684
0.0,0.217,-1.32,-0.737,-2.562,3.405,0.25,1.877,2.62,4.47,-0.133
0.0,-1.413,-1.565,0.93,-4.61,2.325,2.603,0.331,2.713,2.258,-2.248
3.0,2.612,4.338,2.328,-1.135,2.535,0.463,-2.604,-4.191,-2.121,3.146
1.0,-0.83,2.771,1.66,3.075,5.799,-7.194,-2.223,0.197,0.918,-3.077
0.0,-0.264,0.952,1.532,-0.577,-0.84,2.715,2.562,-0.728,-0.855,-0.75
3.0,-0.299,1.645,1.305,0.031,2.122,-0.472,-0.916,-0.495,-1.887,2.741
0.0,1.157,-3.951,-0.014,-3.43,3.189,-0.458,3.514,-0.618,2.889,-1.986
3.0,0.222,1.773,2.607,1.251,1.484,-3.39,-0.694,-2.159,-3.057,0.792
1.0,1.349,5.244,0.501,0.572,4.063,-2.011,-1.48,4.156,0.783,-1.746
2.0,-1.776,-2.776,-0.281,-2.857,0.207,-1.681,-3.03,0.019,0.258,-1.578
3.0,-0.976,1.287,-0.025,-0.864,3.448,0.437,-1.426,-0.078,0.265,0.515
0.0,2.459,-0.572,3.622,1.203,2.2,5.505,0.279,-1.948,0.168,1.594
0.0,0.024,0.598,0.139,2.163,-1.614,5.127,-3.998,1.951,1.138,3.083
0.0,2.839,3.832,1.073,0.821,0.921,0.477,-2.636,1.504,2.206,0.583
2.0,-0.704,-2.97,-0.876,-1.865,-3.694,-3.718,1.254,-0.391,1.435,-1.054
0.0,3.431,3.589,-1.384,2.532,0.126,2.787,-2.644,2.113,4.799,1.902
2.0,-1.652,-4.835,-1.035,-1.62,-1.348,-3.286,0.784,-1.435,0.408,1.906
3.0,2.851,3.133,3.162,-0.567,2.615,-3.486,-2.889,-2.041,-2.118,4.166
3.0,-2.31,-1.4,2.303,2.937,0.968,2.506,-0.368,1.405,0.226,3.416
2.0,-0.06,-0.959,-1.079,0.55,2.363,-1.498,-2.684,-1.722,-0.414,2.234
3.0,3.861,1.412,1.908,2.177,0.612,-4.91,-1.931,-1.432,-1.943,2.212
0.0,-1.289,-1.049,5.068,-2.618,-2.343,0.422,1.652,-2.842,-2.16,-2.208
2.0,-0.949,-3.373,1.545,-3.007,-1.216,-3.252,-1.091,-2.952,2.74,0.188
2.0,-1.397,-1.0,-0.105,0.358,-2.44,-4.362,-0.964,0.497,0.457,-0.604
1.0,-3.532,-0.37,-1.655,2.305,-0.922,1.273,1.157,3.111,-2.275,1.437
0.0,-1.535,1.181,0.829,0.341,-2.931,2.349,4.579,4.476,1.283,2.432
0.0,-1.384,-2.396,0.651,-2.3,1.695,1.457,1.429,3.468,2.923,-1.44
0.0,0.715,3.745,0.12,-2.059,-3.088,2.082,-2.49,-0.542,0.129,6.195
2.0,1.098,-0.575,-0.609,-3.119,4.207,-0.154,-4.841,-2.551,-1.2,-0.853
1.0,-1.993,-0.938,-1.895,4.238,-1.065,2.966,5.645,3.288,3.564,-1.93
2.0,0.054,-1.79,-0.107,1.538,-1.02,-2.641,-0.67,-1.69,-2.586,-1.777
0.0,-2.228,-1.8,0.389,-0.004,2.648,1.479,3.778,1.671,3.395,-0.146
3.0,-1.892,4.5,2.364,0.075,-1.288,0.736,-2.678,-3.668,-1.206,0.178
2.0,0.796,-1.706,-2.273,-4.303,-3.185,0.556,-2.077,-2.773,5.176,3.784
3.0,3.467,1.075,3.397,1.827,1.933,-2.206,-2.219,-4.409,-2.717,2.389
2.0,-1.154,-4.778,-0.4,-0.088,0.488,-4.064,-0.037,0.086,0.227,1.371
2.0,0.826,-0.391,-0.309,0.519,0.442,-1.957,-1.004,-5.542,-2.039,-1.808
1.0,1.073,1.138,4.093,-1.399,3.731,-2.531,-1.203,0.396,-1.387,-1.653
3.0,0.323,-0.054,0.144,1.828,1.473,-1.3,-0.219,1.377,-0.06,0.385
0.0,-4.663,0.408,6.893,-1.48,-2.513,-1.36,0.384,1.779,-2.036,1.718
3.0,-4.452,-0.068,2.22,0.888,0.578,1.363,-1.397,-0.288,-0.818,4.668
0.0,1.694,1.2,-2.232,0.285,-4.531,4.943,-4.946,3.523,3.843,3.134
1.0,0.946,-3.364,-3.208,0.136,-1.116,1.45,-0.734,0.788,-2.267,-2.167
1.0,0.099,1.527,3.427,-0.304,3.978,-3.896,-2.471,0.551,-1.171,-1.298
1.0,-1.844,0.695,1.399,4.485,-2.019,0.193,2.166,2.889,-0.962,-3.588
0.0,-0.612,-2.16,1.671,-4.011,-0.338,1.16,2.424,1.437,2.118,-1.385
2.0,0.284,-2.044,-0.913,-0.457,3.098,-0.224,-4.245,-4.257,-3.525,-0.463
2.0,-1.504,-1.859,-1.611,0.559,-0.77,-0.551,1.535,-1.307,-3.138,-3.145
0.0,-0.217,1.217,-2.128,1.242,-3.756,1.11,-4.997,1.632,4.13,2.35
2.0,-3.862,-3.143,-0.015,-0.418,-2.384,-2.57,-2.588,-0.165,2.832,2.668
0.0,3.214,0.818,3.027,2.182,0.558,1.541,-2.495,-0.066,2.499,0.154
1.0,-2.702,-4.374,-1.499,1.413,-0.682,3.827,4.559,1.118,-0.134,-3.297
2.0,-2.415,0.587,-2.705,-2.369,4.291,-1.289,-1.859,0.742,-1.92,-1.399
1.0,-1.124,-2.678,-1.896,4.373,1.111,-0.585,0.417,0.996,-3.125,0.08
2.0,-0.901,-3.204,-2.425,-1.256,0.779,-0.063,-3.289,-2.478,-2.925,-2.427
1.0,0.892,2.859,2.133,-1.467,2.22,-0.949,-3.151,0.745,-2.089,-2.585
0.0,1.338,0.446,0.009,0.011,-1.784,4.642,-2.014,0.268,1.608,2.86
3.0,0.045,2.666,0.616,3.5,-0.481,-2.838,0.503,-0.116,-1.016,-1.806
0.0,-0.189,2.553,2.912,-8.049,-4.135,2.542,-1.691,4.969,1.547,1.082
3.0,1.128,0.22,3.269,0.664,2.808,-1.465,-0.859,-1.155,-3.351,0.654
2.0,-1.669,-1.011,-4.598,-1.486,1.889,0.417,-0.193,-1.28,-0.212,-1.561
1.0,-2.294,2.515,-0.76,-0.271,0.234,-0.737,-0.63,3.504,-0.622,-2.842
0.0,5.786,2.984,0.691,-1.219,1.078,-1.339,-0.446,2.414,4.3,-1.888
0.0,-0.293,-0.677,-2.927,-0.19,2.268,2.747,3.479,1.151,3.588,-2.829
1.0,-1.646,-2.297,-2.83,-0.954,-3.778,2.191,-1.299,2.186,-1.747,-3.487
3.0,0.053,2.862,3.24,1.144,-1.242,-0.228,-0.969,-1.638,-1.229,1.343
1.0,1.607,3.16,1.102,-3.856,0.487,0.344,-2.754,-3.059,-0.457,-2.706
1.0,-2.742,-3.148,-1.539,6.569,0.676,-0.972,1.378,2.642,-1.594,-1.053
2.0,0.521,-1.645,-2.262,-2.573,0.235,0.937,-2.138,-3.773,0.83,3.845
3.0,1.817,2.794,2.373,0.501,2.061,-4.511,-0.708,-1.537,-2.84,3.146
1.0,-1.955,2.514,-0.319,0.974,3.485,-1.092,0.917,4.259,0.476,-1.89
1.0,-1.514,3.629,-0.785,-1.128,1.479,0.097,-0.783,2.779,0.263,-2.149
2.0,-0.899,-1.74,-0.762,2.204,0.575,-3.065,0.756,-5.237,-3.271,-0.067
0.0,0.13,-3.541,0.523,-0.922,4.611,1.161,1.708,-0.135,1.34,-3.129
3.0,0.213,0.807,0.523,0.535,0.207,1.785,0.72,0.145,-2.261,2.061
2.0,-1.865,-2.09,0.319,0.202,-2.263,-4.806,-1.178,0.125,1.571,1.171
3.0,-0.752,-0.768,1.733,-0.422,-2.842,0.689,1.601,-3.209,-2.484,3.095
2.0,1.425,-0.717,-0.14,1.021,-2.206,-1.594,-3.918,-0.092,1.781,1.824
0.0,-2.137,-2.027,2.459,-3.375,-1.394,2.019,-0.163,3.155,1.85,-2.87
2.0,-3.553,-2.259,-0.956,-1.139,1.806,-3.246,0.307,-2.651,-1.038,-0.308
1.0,-0.216,-1.802,-4.099,3.817,2.018,0.929,4.171,3.334,2.596,-1.019
2.0,-4.144,1.011,-0.152,-2.679,4.369,-2.592,-0.758,-4.185,-0.381,-2.177
3.0,3.037,1.761,2.482,0.37,1.517,-5.265,-2.631,-4.097,-1.679,4.56
3.0,-2.731,3.562,4.721,0.435,-2.441,-3.255,-2.096,-2.538,-0.865,2.972
2.0,-1.717,-2.256,-1.466,2.254,0.84,-3.157,-1.028,-2.325,-4.075,0.377
1.0,-1.731,3.088,0.12,-0.334,2.77,-0.465,0.107,3.038,-2.906,-3.745
3.0,0.381,3.436,3.515,-0.023,-2.032,0.393,-0.37,-4.096,-2.155,0.548
0.0,-2.381,2.569,2.199,2.145,-1.054,-0.304,-4.101,0.041,-0.708,3.903
3.0,-1.438,1.409,-4.184,-1.637,-2.709,3.563,1.408,-4.647,1.79,2.911
0.0,-1.569,-2.74,0.802,-1.918,1.272,2.459,0.272,3.047,2.827,-3.445
3.0,-3.022,-0.635,2.356,3.208,-0.318,3.593,-2.927,0.091,-3.386,1.094
0.0,3.965,0.087,2.746,0.23,-0.576,1.366,-0.659,-3.182,3.289,-0.612
3.0,-3.523,2.715,0.982,0.325,-1.938,0.562,-3.008,-2.336,-2.046,3.675
1.0,-3.251,1.509,1.938,-3.287,-0.112,0.497,-1.335,2.53,-3.475,-2.917
2.0,0.482,-0.103,-3.012,1.197,-0.377,0.632,-0.16,-1.671,-4.098,-2.266
0.0,-2.679,-2.897,0.972,1.712,-0.527,2.019,2.881,1.652,0.892,-3.58
3.0,-7.661,-0.759,5.897,3.794,0.717,2.667,-3.877,-1.039,-0.293,1.186
0.0,4.448,0.87,2.644,3.182,3.586,-1.428,-0.275,0.233,4.221,-1.995
1.0,-0.138,-2.825,-1.771,-2.712,-3.609,1.635,1.495,2.055,-1.346,-1.691
0.0,1.883,3.633,1.969,-0.423,1.746,-0.974,-1.758,1.093,0.556,0.298
0.0,-1.57,-0.356,-0.036,-2.045,2.073,1.948,0.851,3.448,2.709,-0.991
0.0,-2.159,0.04,1.352,-3.536,-1.753,2.971,1.437,0.022,-0.592,-4.011
3.0,-1.886,3.007,2.223,0.665,-0.831,2.677,-3.428,-3.087,-2.915,1.881
0.0,1.654,0.424,-0.468,-0.274,0.429,1.039,-1.724,3.167,1.982,1.871
1.0,-1.401,-0.829,2.405,-0.652,1.976,-3.228,-1.696,-0.554,-1.738,-0.381
3.0,1.594,2.317,0.102,-0.358,-2.659,3.263,-0.65,-4.369,-3.964,-2.039
1.0,-0.501,-2.614,-6.664,2.264,3.562,0.709,1.44,3.222,-0.015,4.8
3.0,-2.577,-1.152,-1.396,3.537,-0.933,5.561,-3.159,1.032,-4.447,-0.023
2.0,-2.118,0.568,-0.056,-0.819,-1.992,-1.98,-2.939,-1.872,1.152,1.914
1.0,0.323,-2.547,-1.164,2.579,-1.036,0.247,-1.092,0.513,-3.001,-2.72
2.0,-0.287,-2.898,-1.454,-2.259,-2.598,-1.785,-1.158,-1.884,2.459,3.07
0.0,-1.144,1.731,0.487,0.856,-0.422,1.386,-0.642,0.801,0.121,1.723
3.0,-0.038,2.346,2.33,1.026,-0.217,0.545,-0.328,-1.003,0.124,1.523
1.0,-0.261,2.985,0.7,-3.095,0.224,-0.643,-3.205,-0.192,-3.495,-1.576
3.0,1.438,0.303,-0.101,3.729,0.663,-0.473,-2.228,0.686,-1.572,1.52
2.0,-1.613,-1.371,-1.49,-1.35,-0.127,-1.944,-1.557,-1.937,1.226,2.374
0.0,1.858,1.838,0.058,0.698,-1.771,1.632,-2.547,0.322,2.52,0.828
2.0,0.7,-0.792,-1.227,-0.652,0.232,-3.311,-2.324,-3.146,-0.138,2.005
3.0,-2.526,0.675,0.67,-0.178,-3.311,-1.401,-0.671,-1.988,-1.066,3.954
1.0,-4.251,-0.42,4.694,-3.665,0.044,-1.828,-0.147,3.006,-3.298,-3.069
2.0,-1.064,-0.604,-1.194,-2.978,4.364,-0.615,-2.6,-2.665,-1.222,-1.163
2.0,-0.944,-0.319,-1.097,-1.054,0.055,-0.769,-2.622,-2.012,0.073,1.831
3.0,-0.225,1.133,0.256,3.982,-0.483,-4.286,1.229,3.063,-1.51,-2.22
0.0,-1.62,-0.498,5.321,-2.131,-0.89,1.981,0.061,-0.232,-2.331,-1.3
1.0,1.515,-3.139,-2.071,-3.231,-3.482,2.602,-0.062,0.048,-1.605,-4.772
3.0,-5.161,0.939,4.452,1.518,-0.448,-1.091,-2.83,-0.347,-1.61,4.394
0.0,2.915,1.953,2.678,1.485,3.632,-1.996,-2.325,3.361,1.574,-0.873
0.0,1.505,1.018,1.528,-1.829,0.252,3.648,-1.431,1.944,-0.988,4.632
0.0,-0.901,-0.654,1.339,-0.068,-0.629,3.731,2.176,0.673,-0.052,-2.531
0.0,4.736,1.526,3.437,1.462,4.387,3.882,0.09,1.425,1.279,1.225
3.0,-2.105,0.926,3.467,4.569,1.517,0.243,-2.863,3.893,0.009,2.035
1.0,-1.613,-2.758,-0.688,0.194,-3.569,3.198,2.871,0.917,-1.424,-2.958
0.0,2.124,0.873,1.463,-5.602,-1.282,3.178,2.134,1.102,0.334,0.93
0.0,1.323,-2.381,1.647,-5.131,1.757,1.76,0.512,-0.636,-0.128,-3.44
3.0,0.806,-0.457,0.816,1.165,2.917,-0.781,-1.519,-0.157,0.427,-0.983
1.0,-0.799,1.055,2.641,-0.394,2.949,-3.154,-1.719,4.334,-1.49,1.618
2.0,-0.122,-1.28,0.745,0.206,-0.54,-5.314,-1.25,-0.453,-0.074,1.663
1.0,3.158,3.39,1.927,-0.364,3.14,-3.219,-4.181,0.221,0.37,0.192
0.0,0.835,2.183,-1.888,-0.992,-3.407,1.229,-2.618,0.514,2.493,3.15
1.0,-1.733,-0.691,3.02,0.851,3.421,-3.881,-0.683,0.524,1.153,-1.515
1.0,-3.482,0.807,2.151,-0.778,2.873,-2.469,-1.315,3.077,-1.873,-0.398
2.0,-1.383,-0.717,0.185,-1.598,1.966,-0.765,-0.398,-4.3,-1.108,-2.426
1.0,-1.896,-2.558,-2.359,-0.41,-1.55,3.512,2.23,0.94,-1.508,-0.439
2.0,0.525,-0.116,0.065,-1.528,1.93,0.352,-0.571,1.152,-1.806,-3.086
2.0,-0.07,-0.848,-1.752,-1.529,-4.064,-0.172,-0.637,-2.81,-0.697,-0.155
0.0,1.212,3.749,4.506,5.187,6.344,-0.299,-1.26,1.545,0.4,0.783
3.0,1.962,1.159,0.142,0.604,1.104,-1.7,-1.143,-3.598,0.688,1.092
2.0,-4.118,-2.48,-2.318,-0.829,0.814,-4.028,-0.444,-3.006,-0.872,1.294
0.0,-3.126,-0.627,1.233,-0.291,0.965,1.762,0.857,4.172,3.246,-0.336
3.0,2.934,3.765,2.144,2.447,-0.269,-2.976,-1.845,-3.329,-2.772,3.896
2.0,-0.154,-1.428,-2.692,-2.178,-3.389,0.709,-2.236,-0.825,3.943,0.963
0.0,-2.839,-2.967,2.288,-2.852,1.879,0.251,0.03,0.891,2.409,-3.695
0.0,-1.123,0.277,3.099,-0.813,-0.196,0.712,1.3,0.568,0.157,0.565
3.0,-1.537,2.079,1.942,0.95,-2.864,-1.179,-0.076,-2.016,0.18,4.524
3.0,-0.611,2.086,0.722,0.235,-1.778,0.12,-0.348,-1.741,-0.636,2.173
3.0,1.005,-0.63,2.04,1.817,0.987,-2.011,-0.657,-0.881,-1.875,1.209
1.0,-2.006,-4.652,-1.949,-1.088,-3.437,3.31,1.87,0.626,-1.421,-3.98
0.0,0.95,2.462,2.117,1.549,0.624,-1.535,-4.331,2.049,1.84,1.973
3.0,1.016,4.892,0.12,-0.545,-6.234,-3.135,-0.99,-4.812,0.284,1.19
2.0,-1.647,-1.512,-2.761,-3.372,-3.726,-1.115,0.246,-2.466,2.434,0.897
1.0,-2.194,2.124,1.872,-2.372,1.187,-1.105,-2.026,2.121,-2.93,-1.86
3.0,2.892,-1.046,-0.423,0.759,3.593,-0.022,-2.783,-2.494,-1.527,2.292
3.0,1.524,1.705,0.641,0.798,2.597,-1.654,-1.841,-0.834,-2.097,1.24
3.0,3.594,2.581,0.779,6.521,-1.535,-3.783,-2.94,-1.016,0.403,0.181
3.0,0.247,1.186,-1.373,0.305,-2.35,1.303,0.516,-1.578,0.057,3.036
2.0,1.15,-0.717,-1.192,-0.837,0.938,-2.345,-1.908,-2.508,0.228,3.204
2.0,-0.491,-3.831,0.264,-0.186,-1.809,-3.933,-0.993,-0.426,0.641,2.208
1.0,-1.744,0.659,-1.2,4.501,0.764,1.738,2.981,1.268,-0.43,-1.171
3.0,-0.454,0.767,5.691,2.343,2.881,0.797,-0.737,1.692,-0.648,2.448
0.0,6.52,1.161,3.213,2.658,3.386,0.821,1.217,-1.741,4.641,-2.328
3.0,2.447,3.228,0.038,0.156,-0.602,1.925,0.683,-1.305,-2.055,2.669
2.0,0.056,-0.715,-1.976,-2.344,1.149,-1.8,-3.01,-0.431,-0.363,-1.128
3.0,-3.805,3.225,2.172,1.958,-2.8,0.745,-3.894,-3.287,-0.253,-0.658
1.0,-5.43,1.621,1.127,-5.114,-3.351,0.875,-1.078,5.189,-5.446,-2.557
3.0,2.217,2.445,3.895,1.301,2.951,-1.793,-4.015,-2.257,-4.021,1.844
0.0,-1.894,-4.952,2.889,-0.037,4.157,1.497,1.273,-2.317,-0.751,-5.763
3.0,-0.05,-0.258,-0.38,5.816,0.286,5.812,-2.466,2.518,-0.527,-1.481
0.0,2.299,0.585,-1.013,0.888,-2.687,3.869,-2.865,1.344,3.911,2.193
2.0,-1.016,-2.106,0.244,-1.663,-0.89,-3.632,-0.971,-2.064,1.686,3.395
1.0,-1.172,0.897,2.226,-0.999,2.712,-1.964,-1.04,2.163,-3.518,-0.995
0.0,-1.003,-1.0,0.567,-1.965,1.118,1.648,1.455,2.174,1.692,-1.326
